nome;idade
Rui Ramos Erin Butler MD;68
Ema Barbosa Leslie Reynolds;19
Noah-Rita Gaspar Carrie Jones;39
Filipa Barbosa Sarah Shepard;45
Laura-Caetana Matos Christopher Peterson;25
Beatriz Ribeiro Victoria Hess;63
Nádia Matias Stephanie Wells;39
Victória Rocha Michael Morrison;34
Margarida do Santos John Espinoza;68
Emília Mendes Brent Atkins;57
Martim Nunes Pamela Davis;40
Márcio-Irina Magalhães Tyler Carter;30
Lisandro Rocha Janet Caldwell;29
Noa Reis Tracie Moore;65
Sebastião Coelho Carmen Reid;34
Tatiana Araújo-Nogueira Joseph Watkins;54
Nádia-José Macedo Michelle Johnson;43
Rui-Paulo Antunes Patricia James;68
Micael-Raquel Mendes Robert Allen;52
Gil-Larissa Vicente Katie Conner;22
Luciana Costa Janet Hicks;46
Mia Almeida Ms. Jo Bailey;40
Miguel Simões Caroline Calhoun;27
Gustavo-Ângelo Alves Amy Foley;25
Raquel Silva Daniel Williams;40
Daniela Anjos Heather Morales;14
Valentim Martins Mikayla Nelson;18
Alex Amaral Mrs. Samantha Brown MD;46
Pedro Macedo Danielle Miller;19
Noah Domingues Jennifer Young;51
Benjamim Gaspar Elizabeth Curtis;60
Alice-Beatriz Amorim Steven Hernandez;32
Nair Garcia James Stephens;54
Lúcia Henriques-Matos Laura Wiggins;61
Vasco Mendes-Pinheiro Thomas Smith;57
Lourenço-Patrícia Monteiro Andre Green;12
Luna Batista Raymond Williams;41
Tiago Henriques Raymond Lang;56
Vicente-Sara Almeida Natalie Hudson;59
Lucas do Morais Kelly Romero;46
Melissa Silva-Marques Jaime George;62
Andreia Coelho Brandon Robinson;55
Luísa Leite-Ferreira Daniel Simon;57
Alexandra de Pires Hannah Benitez;57
Helena Guerreiro Tiffany Nelson;34
Catarina Alves Karen Clark;52
Alex Santos Carmen Lowe;13
Petra Pacheco Grace Davis;27
Constança-Nádia Fernandes Adrian Medina;15
Alícia da Cunha Thomas Livingston;53
Pilar Pires Dustin Torres;45
Ariana Torres Emily Christian;70
Gustavo Pereira Andrew Rogers;48
Gonçalo Tavares Stephen Odom;29
Márcio Cruz Peter Beard;59
Larissa-Jéssica Andrade Robert Knapp;29
Francisca Matos Tiffany Brooks;61
Mário Nogueira Mariah King;53
Beatriz Ferreira Elizabeth Johnson;65
Afonso Araújo Ryan Vasquez;17
Nelson Almeida Derrick Williams;21
Joaquim Leite Dawn Jenkins;30
Alexandre Castro-Guerreiro William Davidson;63
Hugo Vieira Dalton Davenport;60
Luciana Sá Brittney Andrews;24
Daniela Maia Jennifer Castillo;43
Filipa Rodrigues Kevin Meadows;42
Lúcia Matias-Garcia Jason Jordan;67
Dinis Freitas Jason Zimmerman;35
Sofia Borges Matthew Stuart;23
João Santos-Teixeira Steven Baldwin;35
Ângelo-Lisandro Maia William Bailey;12
Joel do Amorim Billy Flores;53
Patrícia Carneiro Brandon Hill;59
Sara Loureiro Shelly Schultz;66
Leandro Neto Joyce Williams;66
Victória Guerreiro Sharon Hahn;24
César Monteiro Alexandria Ross;66
Miriam Assunção James Jones;45
Inês Morais-Cruz Brenda Glover;21
Alice Miranda Amanda Brown DDS;56
Gabriela Andrade Jessica Lang;59
Kevin Oliveira-Esteves Keith Shaw;46
Soraia Vaz Mrs. Chelsea Cain;67
Kévim Lima Jessica Price;67
Júlia Pacheco Juan Kim;28
César Nascimento Nicole Young;17
Henrique Macedo Jessica Caldwell;12
Ariana Gaspar Mrs. Teresa Bowman;69
Ricardo de Ferreira Jennifer Williams;59
Eduarda Maia Patrick Hall;51
Sofia Carvalho Carol Strickland;70
José Torres-Rocha Terry Cisneros;25
Sandro Magalhães Marilyn Peters;67
Ema Coelho-Rocha Alicia Mcdaniel;30
Gustavo Abreu Richard Chambers;68
Ariana de Coelho Jennifer Jordan;48
Iara Moura Holly Knapp;14
Eva Pinheiro Katherine Charles;23
Martim Torres Michael Tucker;64
Leonardo Lourenço Carol Hammond;54
Emanuel Gonçalves Russell Chang;37
Brian Paiva Alexandra Wilson;57
Tomás-Mário Valente Mary Collins;63
Igor Monteiro Steven Barnett;70
Kevin Ferreira Michael Hood;61
Matilde Pinto Amanda Perry;35
Miguel Macedo Sally Castaneda;67
Simão Coelho Cameron Smith;30
Luca Lima David Weaver;16
Mário da Monteiro Maria Morgan;49
Amélia do Tavares Michael Watkins;47
Gonçalo Batista Julie Martinez;42
Ana Lopes Jordan Dunn;60
Ângelo-Lia Guerreiro Breanna Stephens;47
Manuel de Pinheiro Matthew Smith;49
Salomé Baptista Darius Santiago;21
Joaquim Gomes-Carvalho Natasha Cook;32
Frederico Machado Sharon Stuart;16
Rúben Abreu Benjamin Johnson;45
Júlia-Alícia Azevedo Melissa James;46
Teresa-Ema Nogueira Roger Garcia;38
William Correia Zachary Hardin;31
Nair Pereira Taylor Guerra;15
Rúben Nogueira Annette Patterson;63
Bárbara Campos Jennifer Cook;59
Érica Neves Amy Wyatt;61
Violeta Pereira Michael Larson;53
Filipe Gonçalves John Miller;70
Gaspar Gonçalves Arthur Wise;16
Irina Torres Jennifer Price;68
Micael Baptista Michelle Conley;14
Alexandre Lourenço Patricia Horn;37
Lia Figueiredo Brittany Barnes;68
Júlia Assunção William Gray;29
Gonçalo do Marques Dawn Evans;21
Nicole Teixeira Michael Mitchell;60
Kevin Matos Sarah Bishop;35
José Brito Christian Murphy;68
Mário Castro Benjamin Hogan;70
Valentina Campos Brad Padilla;61
Mélanie da Sá Teresa Cervantes;53
Ângelo Araújo Teresa Wilcox;67
Bárbara Henriques-Mendes Shawn Collins;27
Tiago Freitas Christy Nguyen;58
Mia Pinto David Dickson;21
Débora Ferreira Joseph Burns;50
Juliana Pinho Raymond Mendez;60
Xavier da Sá Marissa Arroyo;63
Yasmin Moura Jon Hall;67
Madalena Matias Justin Chandler;12
Carlos Moreira Benjamin Scott;43
Lorena Morais-Reis Nina Weiss;28
Andreia Vicente Samuel Holt;28
Lia Gomes-Brito James Murphy;61
Álvaro Barbosa Heather Chang;70
Sebastião Rodrigues Tina Strickland;55
Santiago Gaspar Kimberly Rodgers;35
Mara Carneiro Daniel Daniels;25
Marco Pires Emily Ibarra;64
Cláudio Sousa Tamara Brady;16
Valentim-Bryan Reis Jasmine Rice;30
Yara Brito Lynn Nguyen;30
Larissa Carneiro Lisa May;36
Letícia Magalhães Mr. William Thomas;54
Gaspar Andrade David Maddox;47
Vera Almeida Christopher Mcgee;27
Lucas-Patrícia Pacheco Christie Hanson;14
Lucas Tavares Aaron Owens;15
Mariana Barbosa Brittany Walker;54
Lia de Andrade Aaron Medina;18
Nair Vaz Leah Hart;22
Salvador-Valentim Nogueira Amber Smith;12
Ricardo-Márcio Mota Elizabeth Jackson;66
Miguel Antunes Maria Bell;21
Luís Fonseca Taylor Moore;63
Matias de Fernandes Trevor Hodges;53
Isabela Branco-Mendes Isaac Rice;44
Mauro Moura Tara Clay;20
Alexandra Amorim-Anjos Bridget Stevenson;54
Fábio Soares Julie Miller;50
Margarida Carneiro Maria Heath;38
Vasco Lopes Brian Abbott;12
Carlota Macedo Diana Wilson;65
Guilherme Soares David Meyer;63
Marta Amorim Jeremy Daugherty;58
Yara Andrade Sabrina Guzman;25
Andreia-Mafalda Loureiro Crystal Kennedy;52
Filipe Gonçalves Amber Ellis;68
Lourenço Costa Cristian Dominguez;69
William do Antunes Stacy Whitney;44
Nair Macedo Christopher Schneider;33
Nelson do Abreu Jon Tucker;27
Bruna Mota Ryan Hill;17
Lorena Abreu Nancy Williams;29
Tomás Carneiro Robert Jenkins;55
Benedita da Carneiro Michael Lozano;53
João Carvalho Victor Flores;46
Erika Cruz Sheri Russell;15
Leonardo Henriques Cheryl Russell;19
Teresa de Pinho Erin Jordan;25
Emília Reis Joyce King;66
Ana Paiva Karen Lee;56
Isabela Simões Travis Townsend;35
Marta-Carolina Guerreiro Linda Collier;48
Erica Rodrigues Sierra Mullins;12
Frederico Teixeira Sarah Powell;22
Isaac Gaspar Howard Rogers;67
Ivo Amaral Brandon Brown;15
Kelly Loureiro Brittany Murphy;17
Eduardo Santos Tyler Ward;57
Eva Carneiro Dr. Tommy Parrish DDS;67
Vera Monteiro Peter Browning;62
Paulo Pires Michael Taylor;57
Denis Anjos Patrick Doyle;22
Manuel Barros Julie Miller;27
Ema Pacheco David Brown;59
Frederico-Francisca Matias Adam Rios;69
Artur Melo Denise Williamson;45
Gabriela-Jorge Antunes Laura Jones;30
Samuel Soares Tiffany Mejia;59
Sebastião-Jorge Pinho Sharon Perez;19
Emília da Moura Mary Wang;66
Carlota Neves Latoya Cardenas;21
Henrique Ribeiro Sarah Doyle;42
Isabel Teixeira Dr. Tony Peterson;56
Marcos Moreira-Machado John Wheeler;70
Alice Moura-Matias Sherri Howard;50
Amélia Silva Douglas Johnson;50
Luana Azevedo Mrs. Doris Curry;30
Yara Lourenço Eric Lawrence;66
Ivo Abreu Shannon Jones;45
Sebastião Lourenço Lorraine Jimenez DVM;24
Bernardo Matias Robert Williams;13
Violeta Barros Michael Sexton;23
Gil-Cláudio Reis Lisa Garcia;32
Cláudio do Melo Alexis Ramirez DDS;27
Duarte Ramos Kevin Bates;24
Iara Matias Donald Mullins;29
Luca Alves Kyle Hart;59
Mélanie Lopes-Vicente Lori Cabrera;46
Nair de Miranda Katherine Solis;39
Débora Azevedo-Sá Krystal Trevino;66
Jéssica Pereira Elaine Calderon;21
Valentim Alves Marie Fuentes;16
Guilherme Matos-Henriques Luis Castaneda;24
Luís Andrade Christine Parker;53
Amélia Oliveira Jeremy Cummings;53
Gustavo-Valentim Pacheco Karina Lester;37
Carlos Magalhães Dennis Moss;57
Luciana Lopes John Rios;48
Gustavo Monteiro-Fonseca Sheri Miranda;61
Pilar Andrade David Peterson;18
Íris Morais Lori Lopez;64
Gil Matias Michael Chavez;47
Débora Torres Nicole Martinez;23
Matias Coelho Bradley Vincent;22
Gabriela de Matias Devin Fuller;64
Bruna Pinheiro Jeffrey Buckley;35
Alex Lourenço Linda Owens;43
Rúben Moura Donald Fischer;35
Sofia Faria Jessica Morrison;61
Tomé Matos Matthew Schneider;53
Álvaro Assunção-Matias Andrew Frank;22
Bryan Lima Natasha Hayes;65
Alexandre do Leite Sean Beck;63
Adriana Borges Holly Santana;38
Lisandro Teixeira Stephanie Collins;17
João Carneiro Brandon Wong Jr.;14
Flor Almeida Luis Adams;51
Cláudio Paiva Rebecca Mcfarland;22
Luna-César Matias Amy Miller;64
Clara Amaral Tanya Stevens;67
Márcio Loureiro Ms. Mary Blake;17
Sara Domingues Bryan Griffin;68
Filipe Carneiro Michelle Bradley;68
Luna da Nogueira Jennifer Shah;45
Bernardo-Catarina Marques Brent Smith;60
Rodrigo Rodrigues Mitchell Bruce;31
Bruna Ferreira Jonathan Lewis;64
Fabiana Faria Taylor Brown;16
Joaquim Fernandes Russell Jones;69
Cristiano Gaspar Paul Rocha;50
Camila Fernandes Joshua Johnson;13
Lisandro Macedo Eric Escobar;65
Sara-Yara Andrade Sue Davidson;32
Ana Silva Lisa Vargas;18
Denis da Fernandes Luis Jones;17
Samuel Martins-Esteves Samuel Baker;14
Luna Andrade Jake Jones;26
Francisco do Vieira John Henry;35
Kevin-Luís Leite James Glover;61
Luís Teixeira Jeffrey White;19
Joel Amaral Andrew Reynolds;30
Leonardo de Lima Thomas Phelps;46
Matilde Andrade Amanda Vega;56
Joaquim Torres Olivia Martinez;28
Denis do Simões Kathryn English;50
Artur Torres Laura Gonzalez;63
Luna Batista Melissa Villanueva;39
Vicente Figueiredo Olivia Ford;29
Jorge Ramos Matthew Castillo;51
Gabriel Carneiro Debra Roberson;31
Fernando de Nunes Kimberly Garrison;56
Gonçalo Assunção Cheryl Davenport;60
Constança Antunes-Lopes Kenneth Robinson;25
Eduarda Azevedo Carrie Turner;36
Tomás Abreu Michael Barnes;13
Amélia Azevedo Stacy Lee;53
Santiago Brito Sandy Bowman;52
Mateus Teixeira Amanda Thompson;26
Mia Henriques Gary Gallagher;54
Eduardo Fonseca Shane Cobb;60
Nicole Sousa Sarah Bradley;57
Alice Pires Dustin Cooper;15
Kelly Rodrigues Tony Wells;14
Isabela-Beatriz Vieira Dwayne Wolfe;40
Rodrigo Costa Crystal Brown;69
Vera-Miguel Nascimento Kayla Kramer;44
Daniel Macedo Kelli Bates;16
Salomé Neto Ashley White;33
Rafael Nascimento Steven Mosley;46
Inês Moura Emily Franklin;21
Santiago de Faria Nicole Copeland;26
Manuel de Guerreiro Brenda Hill;30
Erika Valente-Fernandes Jamie Blake;36
Margarida-Isabel Ramos Philip Morgan;43
Alex-Erica Torres Barbara Vasquez;60
Amélia Figueiredo-Pacheco Mr. Christopher Knight;13
Nádia Nascimento John Crawford;27
Rodrigo Marques Rachel Martinez;12
Catarina Martins Matthew Hernandez;23
Mafalda Branco Tiffany Powell;70
Igor Machado Michelle Vega;49
Xavier-Igor Vaz Thomas Howard MD;40
Ema da Simões Noah Garcia;27
Luciana Amaral Jeffrey Garcia;31
Paulo Guerreiro Sean Carpenter;58
Eva Faria-Maia Andrea Wilkinson;43
Tatiana Martins Amy King;50
Filipa Branco David Molina;21
Dinis Pires-Pinto Cody Hill;31
Íris Teixeira Alexandra Sawyer;62
António de Fonseca Jennifer Thompson;47
João Fernandes Jennifer Savage;62
William Lopes Mrs. Stephanie Padilla;70
Bianca-Benjamim Gomes Victoria Gonzalez;47
Bárbara Cunha Jesse Grant;51
Marcos Fonseca-Oliveira James Norris;39
Diana Moreira Brandon Wallace;66
Martim Costa-Gomes Laura Graham;24
Constança Pinto Douglas Smith;53
Emma Guerreiro-Figueiredo Mary Meyer;13
Matilde Jesus-Borges Nancy White;41
Guilherme Santos-Castro Kurt Pratt;68
Tatiana Silva Justin Rocha;58
Clara Pinto Roger Adams;19
Igor-Miguel Vaz Jeremiah Morgan;48
Rafael Gaspar Brandon Barker;23
Paulo do Sá Theresa Preston;54
Camila Domingues Kenneth Hunter;12
Maria-Emma Nunes David Hanson;27
Marcos Vaz Johnny Richardson;42
Catarina Monteiro Autumn Wright;61
Santiago Borges Kristen Osborn;35
Daniela do Cruz Miranda Clarke;33
Bruna Pinheiro Dominic King;12
Margarida-Martim Lima Duane Johnson;42
Adriana Machado Lori Howell;44
António-Miriam Neto Gerald Hunter;34
Alícia Morais Jeremy Lane;42
Ricardo Sousa Eric Obrien;28
Luca Nogueira Jason Taylor;49
Mia Pinto Anna Leon;39
Bianca Rodrigues-Branco Ashley Stewart;41
Maria Rodrigues Travis Preston;28
Bryan-Guilherme Pinheiro Jennifer Barrett;45
Valentim Ribeiro Dominic Taylor;39
Miriam Lima Anthony Baker;23
Rui Morais Briana Butler;48
Joel Leite Jasmin Garcia;56
Cláudio de Mendes Kelly Ramsey;28
Mariana Miranda Leonard Perkins;13
Bárbara Oliveira-Castro Eric Nicholson;55
Júlia-Anita Vieira Michelle Herrera;41
Bárbara Pires-Coelho Jill Reese;47
Letícia Gonçalves Randall Moreno;47
Letícia Ribeiro Austin Krause;14
Yara Freitas Julie Andrews;63
Diego Campos-Silva Tammy Matthews;48
Marco Alves Laura Wolfe;31
Mélanie Santos Matthew Davis;39
Nuno Baptista-Machado Isaac Thompson;61
Emma Valente Michael Hunt;40
Lourenço Melo Kathleen Nash;67
Joana Amorim Gary Bowers;31
Kévim Cardoso Jill Johnson;36
Maria da Garcia Matthew Roberts;47
Tiago Correia Angela Stevens;61
Victória-William Mota Jennifer Conley;13
Luís Anjos Kristen Michael;40
Lara Mendes Tyrone Jensen;39
António Melo-Pacheco Scott Watkins;41
David Ribeiro Christopher Dunn;59
Violeta Amaral Heather Ali;34
Luís Alves Alan Benson;38
Alícia Nascimento Scott Garcia;14
Bernardo Vaz James Gomez;33
Denis-Eva Figueiredo Ann Yang;39
Lara Magalhães Ryan Morales;17
Lúcia-Melissa Leite Cheryl Schroeder;61
Valentina Henriques Jordan Wilson;65
Dinis Baptista-Matias Melissa Jacobs;45
Madalena Branco Kathy Clay;45
Benedita Domingues Brenda Baker;17
Rodrigo Jesus Danielle Combs;56
Sérgio de Santos Jason Cortez;48
Gil Tavares Andrew Carroll;53
Leonardo Correia David Mason;16
Jaime Pinheiro Jason Bell;59
Constança Nogueira Rachel Crawford;51
Leonardo Fernandes Alex Smith;68
Juliana da Vicente Bernard Nelson;64
Valentina Reis William Lewis;69
Francisco Nunes Lori Butler;36
Laura Barbosa Deanna Hopkins;20
Bernardo-Luísa Melo Michael Hale;20
Camila Castro Lori Turner DDS;68
Manuel Carvalho Elizabeth Powell;41
Nádia Anjos Christopher Paul;30
Violeta Nunes Daniel Charles;29
Frederico Melo Taylor Robinson;48
Nelson Nunes-Barbosa Mary Stewart;45
Carminho Marques Keith Wade;33
Bárbara da Mendes Christine Cain;39
Rodrigo Cruz Craig Dominguez;46
Gil Abreu Carol Diaz;18
Gaspar-Alice Morais William Mcintyre;56
Daniela da Miranda Jennifer Jarvis;23
Simão Rodrigues Ivan Jones;39
Nair Loureiro Christine Montgomery;43
Renata Barbosa-Ramos Jonathan Haynes;23
David Gaspar Patricia Herrera;60
Catarina do Pinheiro Jimmy Li;66
Kevin Pinto Jennifer Dorsey;32
Santiago Pinheiro Zachary Brooks;33
Filipa Maia Jeffrey Nguyen;30
Rodrigo do Castro David Gomez;40
Rúben-Diogo Araújo Tommy Rodriguez;28
Kévim Mota Dr. Jennifer Harrison;13
Bruno Baptista Janet Woodward;54
Tatiana Costa Evelyn Brady;24
André Neto Jenna Chandler;67
Hugo Neves Kathryn Jackson;60
Martim Branco Ann Cortez;67
Nelson Simões-Correia Michelle Krause;53
Samuel Loureiro Stacey Rogers;31
Artur Magalhães Alicia Rich;60
Diogo Nascimento Lee Bryant;66
Cristiano Almeida-Moura Thomas Mclaughlin;40
Luciana Campos Sheri Simmons;68
Luna Lopes Scott Abbott;18
Noa Valente Kaitlyn Mendoza;40
Ariana Soares Jocelyn Perry;27
Clara Brito Rachael Butler;27
Igor-Miriam Miranda Betty Dean;69
Gabriela Loureiro Dale Scott;66
Joaquim Lopes Daniel Brooks;33
Beatriz Leal Roberto Turner;54
Nelson Borges Eric Thomas;51
Marcos Ferreira Christopher Carter;24
Débora Araújo Brian Gay;60
Salomé Pinheiro James Fischer;19
Naiara Oliveira Paul Brown;15
Renato Morais Maureen Jones;35
Letícia Araújo Brandi Ball;58
Juliana Leal David Guzman;54
Tatiana Cruz Jonathan Moore;19
Cristiano Oliveira Tammie Lynch;28
José de Ramos James Warner;69
Íris de Carvalho Hannah Love;36
Filipe Miranda Carolyn Cook;48
Luana Fonseca Matthew Hill;60
Lorena Azevedo-Campos Michele Moss;69
Enzo Macedo Justin Martinez;38
Luana Leite Janet Smith;46
Lourenço Cruz Kathy Stephens;35
Júlia Lima Ronnie Sandoval;12
Artur Ferreira Denise West;58
Afonso Pinheiro Philip Frost;63
Luana Gomes Carrie Hall;24
Mário-Margarida Nogueira Richard Cortez;65
Xavier Loureiro Karen Wiley;46
Eduarda Cardoso Adrian White;31
Gil Gonçalves Jeffrey Rodriguez;28
Noa de Matias Jennifer Powell;45
Eduardo de Valente Alicia Zuniga;22
Pilar Fernandes Patrick Zavala;47
Alice Pires Cheyenne Harris;64
Salvador Silva Randy Erickson;68
William Torres Stephanie Lloyd;16
Vítor Magalhães William Foster;41
Bruna Assunção Nicholas Evans;58
Raquel Martins Kathryn Clark;22
Santiago Coelho Sandra Wagner;23
Andreia Cruz Christine Fisher;15
Petra Ferreira Tanya Williams;39
Erika Mota Matthew Schultz;36
Sandro Melo Brandi Davis;46
Álvaro Teixeira Joseph Long;23
Henrique Araújo Carol Perez;55
Juliana-Letícia Melo Michael Coffey;60
Erica Rodrigues Ricardo Foster;36
Luca-Vasco Gaspar Tony Baker;12
Ricardo Rodrigues Joshua Simpson;44
Guilherme da Campos Spencer Ellison;59
Tatiana-Júlia Nascimento David Hickman;20
Miriam Magalhães Kelly Rojas;50
Frederico da Maia Alexis Graves;15
Adriana Ferreira Tina Brown;39
Pedro-Gabriel Alves Megan Sanchez;55
Benedita Melo-Garcia Nancy Patrick;17
Irina Cunha Justin Trujillo;64
Renato Mendes Rebecca Cooper;35
Lourenço Melo Charles Tate;39
Pilar Ferreira Renee Frey;37
Isabel Carvalho Leonard Paul;13
Érica Amorim Mark Young;43
Luísa Araújo Mark Boyd;14
Jéssica Pereira Debbie Gallegos;31
Joaquim do Loureiro Robert Newton;20
Nelson da Paiva Robert Moody;32
Andreia Melo Desiree Grant;15
Artur Rodrigues Christopher Davis;26
Bárbara Silva Kristopher Kline;15
Rafaela Nunes Peter Nash;45
Paulo Paiva-Azevedo John Gutierrez;35
Erica Carvalho Michelle Wolf;46
Benedita Lima Matthew Nelson;64
Amélia Leal Allison Carter;51
Alícia de Santos Michele White;44
Luís Fonseca Christopher Edwards;34
Alícia Brito Jason Fuentes;12
Alex Ribeiro Steven Hodge;43
Mia Antunes Christina Holland;13
Renato Alves Douglas Green;33
Beatriz Fonseca Gabriel Riley;46
Lia-Irina Guerreiro Jason Shields;70
Clara Carvalho-Ribeiro Craig Figueroa;69
Rodrigo Macedo-Gomes Walter Padilla;41
António Barbosa Jessica Powell;30
Cláudio Loureiro Alicia Robinson;27
Gil Faria-Carvalho Kayla Osborn;35
Letícia Lourenço Peter Ware;45
Bruno Valente Jeffrey Johnson;33
Ema Reis Andrew West;31
Emma Magalhães Ms. Laura Powers;19
Laura Gaspar Danielle Chapman;67
Carlota Coelho Juan Fisher;20
Constança Magalhães Veronica Zimmerman;38
João Carneiro Michael Palmer;39
Letícia Gaspar Mark Flowers;13
Cláudio Oliveira Cheryl Shaw;65
Mateus-Tiago Brito Bethany Burgess DDS;50
Mia-Joel Marques Michael Ward;38
Filipa Simões Corey Phillips;36
Martim Macedo Michaela Chase;23
Irina Azevedo Elizabeth Rivera;24
Alexandra de Pinho Kyle Jensen;43
Margarida Neves Michael Rivera;66
Victória Alves Alejandro Munoz;48
Teresa Fernandes Karla Parrish;47
Violeta Esteves Edward Nelson;40
Igor Marques Thomas Johnson;36
Álvaro Cardoso Steven Pearson;42
Kevin Cunha-Soares Phyllis George;62
Denis Sousa Robert Contreras;22
Diego Mota Leslie Duncan;48
Flor Vicente Joanne Barnett;57
Nelson Castro David Mccoy;36
Kelly Neto Rebecca Davis;15
Joel Macedo Holly Haynes;64
Erica Martins Zachary Wilson PhD;39
Carminho Lourenço Dawn George;60
Mário Figueiredo Teresa Wilson;22
Duarte Barbosa Ralph Garcia;17
Salomé Valente Edward Anderson;29
Tomé Pires Nicole Allen;53
Emanuel-Marco Morais Sarah Peterson;54
Mateus Amorim Timothy Hudson;16
Eva Morais Ryan Beck;47
Miguel Miranda Micheal Diaz;50
Ema Andrade-Silva Jay Grant;34
Jorge Garcia Michael Jarvis;32
Simão Leal Nicole Brown;38
Sérgio Morais Yesenia Christensen;52
Ana Paiva Nicholas Shea;36
Rui de Brito Bianca Hayden;48
Carolina Simões-Pinto Vanessa Jones;43
Hugo da Lima Sara Dyer;59
Filipe Melo Cynthia Hale;67
Simão-Dinis Sousa Sue Kirk;12
Henrique Almeida Melissa Ruiz;21
Cláudio Pinheiro James Lindsey;44
Ângela Sousa Robert Yang;65
Isabela Garcia William Reyes;45
Gustavo Rodrigues Rick Mcdonald;33
Miriam do Lopes Sarah Bishop MD;19
Beatriz-Lara Araújo Amy Campbell;65
António Marques Sheila Alvarado;65
Rita Teixeira Rodney Schaefer;62
Cristiano Assunção Natalie Daniel;58
Santiago Pereira-Monteiro Michael Ellis;59
Benedita-Débora Esteves Doris Kim;49
Gustavo Macedo Heather Greene PhD;18
Enzo Magalhães Rebecca Vaughn;26
Gabriela Gaspar-Esteves Gloria Trevino;58
Igor Carvalho Robert Kim;24
